item_number,reference,number,receipt,issue,physical_date,financial_date
HOSE-112,Sales order,SO-10291,0,12,2026-05-21 17:00:00,2026-05-21 17:00:00
TRAY-088,Sales order,SO-10291,0,9,2026-05-21 17:00:00,2026-05-21 17:00:00
SEED-331,Sales order,SO-10292,0,10,2026-05-26 15:00:00,2026-05-26 15:00:00
SOIL-045,Sales order,SO-10292,0,16,2026-05-26 15:00:00,2026-05-26 15:00:00
SOIL-045,Sales order,SO-10292,0,11,2026-05-26 15:00:00,2026-05-26 15:00:00
HOSE-112,Sales order,SO-10293,0,22,2026-06-03 13:00:00,2026-06-03 13:00:00
HOSE-112,Sales order,SO-10294,0,24,2026-06-08 10:00:00,2026-06-08 10:00:00
PLANT-102,Sales order,SO-10294,0,19,2026-06-08 10:00:00,2026-06-08 10:00:00
SEED-331,Sales order,SO-10295,0,6,2026-07-28 17:00:00,2026-07-28 17:00:00
POT-210,Sales order,SO-10295,0,10,2026-07-28 17:00:00,2026-07-28 17:00:00
SOIL-045,Sales order,SO-10295,0,16,2026-07-28 17:00:00,2026-07-28 17:00:00
SEED-331,Sales order,SO-10296,0,14,2026-05-15 12:00:00,2026-05-15 12:00:00
TOOL-007,Sales order,SO-10296,0,12,2026-05-15 12:00:00,2026-05-15 12:00:00
SEED-331,Sales order,SO-10296,0,19,2026-05-15 12:00:00,2026-05-15 12:00:00
SOIL-045,Sales order,SO-10297,0,22,2026-06-05 15:00:00,2026-06-05 15:00:00
HOSE-112,Sales order,SO-10297,0,17,2026-06-05 15:00:00,2026-06-05 15:00:00
SEED-331,Sales order,SO-10297,0,14,2026-06-05 15:00:00,2026-06-05 15:00:00
TOOL-007,Sales order,SO-10298,0,23,2026-05-05 10:00:00,2026-05-05 10:00:00
SEED-331,Sales order,SO-10299,0,7,2026-05-22 09:00:00,2026-05-22 09:00:00
POT-210,Sales order,SO-10299,0,19,2026-05-22 09:00:00,2026-05-22 09:00:00
TRAY-088,Sales order,SO-10300,0,13,2026-08-04 10:00:00,2026-08-04 10:00:00
PLANT-102,Sales order,SO-10300,0,2,2026-08-04 10:00:00,2026-08-04 10:00:00
FERT-018,Sales order,SO-10301,0,8,2026-07-06 11:00:00,2026-07-06 11:00:00
TOOL-007,Sales order,SO-10301,0,10,2026-07-06 11:00:00,2026-07-06 11:00:00
POT-210,Sales order,SO-10301,0,4,2026-07-06 11:00:00,2026-07-06 11:00:00
TOOL-007,Sales order,SO-10302,0,14,2026-06-17 16:00:00,2026-06-17 16:00:00
POT-210,Sales order,SO-10302,0,11,2026-06-17 16:00:00,2026-06-17 16:00:00
POT-210,Sales order,SO-10303,0,7,2026-08-22 15:00:00,2026-08-22 15:00:00
PLANT-102,Sales order,SO-10303,0,19,2026-08-22 15:00:00,2026-08-22 15:00:00
POT-210,Sales order,SO-10303,0,4,2026-08-22 15:00:00,2026-08-22 15:00:00
SOIL-045,Sales order,SO-10304,0,21,2026-06-14 08:00:00,2026-06-14 08:00:00
PLANT-102,Sales order,SO-10304,0,2,2026-06-14 08:00:00,2026-06-14 08:00:00
SOIL-045,Sales order,SO-10304,0,14,2026-06-14 08:00:00,2026-06-14 08:00:00
PLANT-102,Sales order,SO-10305,0,10,2026-06-24 14:00:00,2026-06-24 14:00:00
HOSE-112,Sales order,SO-10305,0,22,2026-06-24 14:00:00,2026-06-24 14:00:00
SOIL-045,Sales order,SO-10305,0,22,2026-06-24 14:00:00,2026-06-24 14:00:00
FERT-018,Sales order,SO-10306,0,20,2026-07-04 12:00:00,2026-07-04 12:00:00
FERT-018,Sales order,SO-10306,0,9,2026-07-04 12:00:00,2026-07-04 12:00:00
TRAY-088,Sales order,SO-10307,0,11,2026-08-13 16:00:00,2026-08-13 16:00:00
SOIL-045,Sales order,SO-10308,0,17,2026-05-29 08:00:00,2026-05-29 08:00:00
TRAY-088,Sales order,SO-10309,0,2,2026-05-08 09:00:00,2026-05-08 09:00:00
SOIL-045,Sales order,SO-10309,0,6,2026-05-08 09:00:00,2026-05-08 09:00:00
PLANT-102,Sales order,SO-10310,0,5,2026-08-18 08:00:00,2026-08-18 08:00:00
TOOL-007,Sales order,SO-10311,0,6,2026-07-22 10:00:00,2026-07-22 10:00:00
SOIL-045,Sales order,SO-10311,0,13,2026-07-22 10:00:00,2026-07-22 10:00:00
POT-210,Sales order,SO-10312,0,23,2026-06-19 15:00:00,2026-06-19 15:00:00
HOSE-112,Sales order,SO-10313,0,12,2026-07-30 08:00:00,2026-07-30 08:00:00
SOIL-045,Sales order,SO-10314,0,9,2026-07-16 08:00:00,2026-07-16 08:00:00
FERT-018,Sales order,SO-10315,0,16,2026-07-21 13:00:00,2026-07-21 13:00:00
TOOL-007,Sales order,SO-10315,0,22,2026-07-21 13:00:00,2026-07-21 13:00:00
TRAY-088,Sales order,SO-10316,0,16,2026-07-24 14:00:00,2026-07-24 14:00:00
POT-210,Sales order,SO-10316,0,3,2026-07-24 14:00:00,2026-07-24 14:00:00
TRAY-088,Sales order,SO-10316,0,11,2026-07-24 14:00:00,2026-07-24 14:00:00
TRAY-088,Sales order,SO-10317,0,15,2026-05-29 13:00:00,2026-05-29 13:00:00
PLANT-102,Sales order,SO-10318,0,4,2026-08-09 17:00:00,2026-08-09 17:00:00
HOSE-112,Sales order,SO-10318,0,14,2026-08-09 17:00:00,2026-08-09 17:00:00
PLANT-102,Sales order,SO-10318,0,18,2026-08-09 17:00:00,2026-08-09 17:00:00
TOOL-007,Sales order,SO-10319,0,2,2026-07-08 08:00:00,2026-07-08 08:00:00
FERT-018,Sales order,SO-10319,0,15,2026-07-08 08:00:00,2026-07-08 08:00:00
TOOL-007,Sales order,SO-10320,0,12,2026-06-10 16:00:00,2026-06-10 16:00:00
HOSE-112,Sales order,SO-10321,0,4,2026-08-13 12:00:00,2026-08-13 12:00:00
TOOL-007,Sales order,SO-10322,0,4,2026-05-31 17:00:00,2026-05-31 17:00:00
HOSE-112,Sales order,SO-10322,0,2,2026-05-31 17:00:00,2026-05-31 17:00:00
SOIL-045,Sales order,SO-10322,0,15,2026-05-31 17:00:00,2026-05-31 17:00:00
TRAY-088,Sales order,SO-10323,0,17,2026-06-26 17:00:00,2026-06-26 17:00:00
POT-210,Sales order,SO-10323,0,23,2026-06-26 17:00:00,2026-06-26 17:00:00
POT-210,Sales order,SO-10323,0,24,2026-06-26 17:00:00,2026-06-26 17:00:00
HOSE-112,Sales order,SO-10324,0,11,2026-08-11 10:00:00,2026-08-11 10:00:00
SEED-331,Sales order,SO-10324,0,15,2026-08-11 10:00:00,2026-08-11 10:00:00
FERT-018,Sales order,SO-10325,0,20,2026-08-10 10:00:00,2026-08-10 10:00:00
SOIL-045,Sales order,SO-10326,0,12,2026-07-29 12:00:00,2026-07-29 12:00:00
TRAY-088,Sales order,SO-10326,0,19,2026-07-29 12:00:00,2026-07-29 12:00:00
HOSE-112,Sales order,SO-10326,0,22,2026-07-29 12:00:00,2026-07-29 12:00:00
PLANT-102,Sales order,SO-10327,0,7,2026-08-02 16:00:00,2026-08-02 16:00:00
PLANT-102,Sales order,SO-10328,0,12,2026-06-02 10:00:00,2026-06-02 10:00:00
PLANT-102,Sales order,SO-10329,0,13,2026-08-11 15:00:00,2026-08-11 15:00:00
HOSE-112,Sales order,SO-10329,0,14,2026-08-11 15:00:00,2026-08-11 15:00:00
TOOL-007,Sales order,SO-10329,0,18,2026-08-11 15:00:00,2026-08-11 15:00:00
FERT-018,Sales order,SO-10330,0,24,2026-05-05 08:00:00,2026-05-05 08:00:00
FERT-018,Sales order,SO-10330,0,10,2026-05-05 08:00:00,2026-05-05 08:00:00
TRAY-088,Sales order,SO-10330,0,6,2026-05-05 08:00:00,2026-05-05 08:00:00
SEED-331,Sales order,SO-10331,0,5,2026-07-25 09:00:00,2026-07-25 09:00:00
POT-210,Sales order,SO-10331,0,19,2026-07-25 09:00:00,2026-07-25 09:00:00
SEED-331,Sales order,SO-10331,0,1,2026-07-25 09:00:00,2026-07-25 09:00:00
TOOL-007,Sales order,SO-10332,0,3,2026-06-10 15:00:00,2026-06-10 15:00:00
TOOL-007,Sales order,SO-10332,0,17,2026-06-10 15:00:00,2026-06-10 15:00:00
TOOL-007,Sales order,SO-10333,0,8,2026-05-27 10:00:00,2026-05-27 10:00:00
PLANT-102,Sales order,SO-10334,0,4,2026-08-20 11:00:00,2026-08-20 11:00:00
TOOL-007,Sales order,SO-10334,0,15,2026-08-20 11:00:00,2026-08-20 11:00:00
FERT-018,Sales order,SO-10334,0,21,2026-08-20 11:00:00,2026-08-20 11:00:00
SEED-331,Sales order,SO-10335,0,18,2026-07-16 17:00:00,2026-07-16 17:00:00
SEED-331,Sales order,SO-10335,0,1,2026-07-16 17:00:00,2026-07-16 17:00:00
SOIL-045,Sales order,SO-10336,0,4,2026-08-23 16:00:00,2026-08-23 16:00:00
POT-210,Sales order,SO-10336,0,18,2026-08-23 16:00:00,2026-08-23 16:00:00
HOSE-112,Sales order,SO-10337,0,21,2026-07-06 08:00:00,2026-07-06 08:00:00
SOIL-045,Sales order,SO-10337,0,24,2026-07-06 08:00:00,2026-07-06 08:00:00
POT-210,Sales order,SO-10337,0,1,2026-07-06 08:00:00,2026-07-06 08:00:00
SOIL-045,Sales order,SO-10338,0,19,2026-06-26 13:00:00,2026-06-26 13:00:00
FERT-018,Sales order,SO-10338,0,9,2026-06-26 13:00:00,2026-06-26 13:00:00
HOSE-112,Sales order,SO-10338,0,13,2026-06-26 13:00:00,2026-06-26 13:00:00
SOIL-045,Sales order,SO-10339,0,24,2026-06-25 14:00:00,2026-06-25 14:00:00
PLANT-102,Sales order,SO-10339,0,23,2026-06-25 14:00:00,2026-06-25 14:00:00
SOIL-045,Sales order,SO-10339,0,12,2026-06-25 14:00:00,2026-06-25 14:00:00
HOSE-112,Sales order,SO-10340,0,22,2026-08-25 16:00:00,2026-08-25 16:00:00
PLANT-102,Sales order,SO-10340,0,16,2026-08-25 16:00:00,2026-08-25 16:00:00
TOOL-007,Sales order,SO-10341,0,1,2026-05-19 16:00:00,2026-05-19 16:00:00
POT-210,Sales order,SO-10341,0,4,2026-05-19 16:00:00,2026-05-19 16:00:00
HOSE-112,Sales order,SO-10342,0,21,2026-05-04 08:00:00,2026-05-04 08:00:00
SOIL-045,Sales order,SO-10343,0,6,2026-08-15 16:00:00,2026-08-15 16:00:00
SOIL-045,Sales order,SO-10344,0,7,2026-07-23 17:00:00,2026-07-23 17:00:00
TRAY-088,Sales order,SO-10344,0,11,2026-07-23 17:00:00,2026-07-23 17:00:00
TRAY-088,Sales order,SO-10345,0,11,2026-06-13 10:00:00,2026-06-13 10:00:00
SEED-331,Sales order,SO-10345,0,23,2026-06-13 10:00:00,2026-06-13 10:00:00
HOSE-112,Sales order,SO-10346,0,9,2026-07-12 10:00:00,2026-07-12 10:00:00
TRAY-088,Sales order,SO-10347,0,18,2026-08-14 13:00:00,2026-08-14 13:00:00
SOIL-045,Sales order,SO-10347,0,6,2026-08-14 13:00:00,2026-08-14 13:00:00
SOIL-045,Sales order,SO-10348,0,1,2026-07-20 17:00:00,2026-07-20 17:00:00
PLANT-102,Sales order,SO-10348,0,19,2026-07-20 17:00:00,2026-07-20 17:00:00
HOSE-112,Sales order,SO-10348,0,19,2026-07-20 17:00:00,2026-07-20 17:00:00
SEED-331,Sales order,SO-10349,0,5,2026-05-26 08:00:00,2026-05-26 08:00:00
TRAY-088,Sales order,SO-10349,0,17,2026-05-26 08:00:00,2026-05-26 08:00:00
SOIL-045,Sales order,SO-10349,0,13,2026-05-26 08:00:00,2026-05-26 08:00:00
POT-210,Sales order,SO-10350,0,6,2026-06-14 16:00:00,2026-06-14 16:00:00
POT-210,Sales order,SO-10350,0,24,2026-06-14 16:00:00,2026-06-14 16:00:00
FERT-018,Sales order,SO-10351,0,2,2026-07-31 15:00:00,2026-07-31 15:00:00
FERT-018,Sales order,SO-10351,0,17,2026-07-31 15:00:00,2026-07-31 15:00:00
SEED-331,Sales order,SO-10352,0,24,2026-08-23 13:00:00,2026-08-23 13:00:00
SEED-331,Sales order,SO-10353,0,13,2026-06-01 17:00:00,2026-06-01 17:00:00
FERT-018,Sales order,SO-10353,0,17,2026-06-01 17:00:00,2026-06-01 17:00:00
HOSE-112,Sales order,SO-10353,0,12,2026-06-01 17:00:00,2026-06-01 17:00:00
SEED-331,Sales order,SO-10354,0,7,2026-08-11 13:00:00,2026-08-11 13:00:00
SOIL-045,Sales order,SO-10355,0,16,2026-05-18 10:00:00,2026-05-18 10:00:00
TRAY-088,Sales order,SO-10355,0,16,2026-05-18 10:00:00,2026-05-18 10:00:00
FERT-018,Sales order,SO-10355,0,19,2026-05-18 10:00:00,2026-05-18 10:00:00
PLANT-102,Sales order,SO-10356,0,19,2026-05-19 14:00:00,2026-05-19 14:00:00
SEED-331,Sales order,SO-10357,0,3,2026-05-17 08:00:00,2026-05-17 08:00:00
FERT-018,Sales order,SO-10357,0,15,2026-05-17 08:00:00,2026-05-17 08:00:00
TRAY-088,Sales order,SO-10357,0,16,2026-05-17 08:00:00,2026-05-17 08:00:00
TOOL-007,Sales order,SO-10358,0,15,2026-05-20 11:00:00,2026-05-20 11:00:00
HOSE-112,Sales order,SO-10359,0,5,2026-07-14 17:00:00,2026-07-14 17:00:00
PLANT-102,Sales order,SO-10360,0,22,2026-07-15 09:00:00,2026-07-15 09:00:00
HOSE-112,Sales order,SO-10360,0,17,2026-07-15 09:00:00,2026-07-15 09:00:00
HOSE-112,Sales order,SO-10360,0,12,2026-07-15 09:00:00,2026-07-15 09:00:00
POT-210,Sales order,SO-10361,0,9,2026-08-18 08:00:00,2026-08-18 08:00:00
TRAY-088,Sales order,SO-10361,0,8,2026-08-18 08:00:00,2026-08-18 08:00:00
SOIL-045,Sales order,SO-10362,0,17,2026-08-23 09:00:00,2026-08-23 09:00:00
PLANT-102,Sales order,SO-10362,0,13,2026-08-23 09:00:00,2026-08-23 09:00:00
FERT-018,Sales order,SO-10362,0,23,2026-08-23 09:00:00,2026-08-23 09:00:00
HOSE-112,Sales order,SO-10363,0,19,2026-08-09 13:00:00,2026-08-09 13:00:00
TOOL-007,Sales order,SO-10363,0,20,2026-08-09 13:00:00,2026-08-09 13:00:00
SEED-331,Sales order,SO-10364,0,19,2026-06-03 14:00:00,2026-06-03 14:00:00
TOOL-007,Sales order,SO-10364,0,23,2026-06-03 14:00:00,2026-06-03 14:00:00
FERT-018,Sales order,SO-10365,0,17,2026-06-18 10:00:00,2026-06-18 10:00:00
HOSE-112,Sales order,SO-10366,0,3,2026-06-19 13:00:00,2026-06-19 13:00:00
SOIL-045,Sales order,SO-10366,0,9,2026-06-19 13:00:00,2026-06-19 13:00:00
SEED-331,Sales order,SO-10367,0,23,2026-05-27 13:00:00,2026-05-27 13:00:00
PLANT-102,Sales order,SO-10367,0,6,2026-05-27 13:00:00,2026-05-27 13:00:00
TRAY-088,Sales order,SO-10367,0,15,2026-05-27 13:00:00,2026-05-27 13:00:00
FERT-018,Sales order,SO-10368,0,21,2026-04-30 11:00:00,2026-04-30 11:00:00
PLANT-102,Sales order,SO-10368,0,6,2026-04-30 11:00:00,2026-04-30 11:00:00
SOIL-045,Sales order,SO-10369,0,3,2026-05-10 12:00:00,2026-05-10 12:00:00
SEED-331,Sales order,SO-10369,0,24,2026-05-10 12:00:00,2026-05-10 12:00:00
TOOL-007,Sales order,SO-10369,0,12,2026-05-10 12:00:00,2026-05-10 12:00:00
POT-210,Sales order,SO-10370,0,14,2026-08-11 12:00:00,2026-08-11 12:00:00
SOIL-045,Sales order,SO-10370,0,18,2026-08-11 12:00:00,2026-08-11 12:00:00
TRAY-088,Sales order,SO-10371,0,13,2026-05-08 16:00:00,2026-05-08 16:00:00
TRAY-088,Sales order,SO-10371,0,8,2026-05-08 16:00:00,2026-05-08 16:00:00
TOOL-007,Sales order,SO-10371,0,15,2026-05-08 16:00:00,2026-05-08 16:00:00
FERT-018,Sales order,SO-10372,0,11,2026-07-25 15:00:00,2026-07-25 15:00:00
HOSE-112,Sales order,SO-10372,0,12,2026-07-25 15:00:00,2026-07-25 15:00:00
PLANT-102,Sales order,SO-10372,0,23,2026-07-25 15:00:00,2026-07-25 15:00:00
POT-210,Sales order,SO-10373,0,16,2026-08-13 12:00:00,2026-08-13 12:00:00
FERT-018,Sales order,SO-10374,0,8,2026-06-08 13:00:00,2026-06-08 13:00:00
FERT-018,Sales order,SO-10374,0,9,2026-06-08 13:00:00,2026-06-08 13:00:00
TRAY-088,Sales order,SO-10375,0,20,2026-05-25 11:00:00,2026-05-25 11:00:00
POT-210,Sales order,SO-10376,0,17,2026-04-29 16:00:00,2026-04-29 16:00:00
SEED-331,Sales order,SO-10376,0,13,2026-04-29 16:00:00,2026-04-29 16:00:00
TOOL-007,Sales order,SO-10377,0,13,2026-05-27 17:00:00,2026-05-27 17:00:00
POT-210,Sales order,SO-10377,0,15,2026-05-27 17:00:00,2026-05-27 17:00:00
SOIL-045,Sales order,SO-10377,0,23,2026-05-27 17:00:00,2026-05-27 17:00:00
SOIL-045,Sales order,SO-10378,0,11,2026-07-04 15:00:00,2026-07-04 15:00:00
TOOL-007,Sales order,SO-10378,0,20,2026-07-04 15:00:00,2026-07-04 15:00:00
SEED-331,Sales order,SO-10378,0,6,2026-07-04 15:00:00,2026-07-04 15:00:00
FERT-018,Sales order,SO-10379,0,14,2026-07-08 12:00:00,2026-07-08 12:00:00
TOOL-007,Sales order,SO-10379,0,12,2026-07-08 12:00:00,2026-07-08 12:00:00
SEED-331,Sales order,SO-10380,0,8,2026-08-16 14:00:00,2026-08-16 14:00:00
HOSE-112,Sales order,SO-10381,0,16,2026-07-09 14:00:00,2026-07-09 14:00:00
SOIL-045,Sales order,SO-10382,0,23,2026-05-16 16:00:00,2026-05-16 16:00:00
POT-210,Sales order,SO-10382,0,2,2026-05-16 16:00:00,2026-05-16 16:00:00
TOOL-007,Sales order,SO-10383,0,18,2026-05-26 12:00:00,2026-05-26 12:00:00
SEED-331,Sales order,SO-10383,0,12,2026-05-26 12:00:00,2026-05-26 12:00:00
TOOL-007,Sales order,SO-10384,0,22,2026-05-01 14:00:00,2026-05-01 14:00:00
TRAY-088,Sales order,SO-10384,0,24,2026-05-01 14:00:00,2026-05-01 14:00:00
TOOL-007,Sales order,SO-10385,0,14,2026-06-25 09:00:00,2026-06-25 09:00:00
SEED-331,Sales order,SO-10386,0,23,2026-07-18 17:00:00,2026-07-18 17:00:00
SEED-331,Sales order,SO-10386,0,20,2026-07-18 17:00:00,2026-07-18 17:00:00
POT-210,Sales order,SO-10387,0,24,2026-07-20 14:00:00,2026-07-20 14:00:00
PLANT-102,Sales order,SO-10388,0,1,2026-05-29 12:00:00,2026-05-29 12:00:00
HOSE-112,Sales order,SO-10388,0,17,2026-05-29 12:00:00,2026-05-29 12:00:00
FERT-018,Sales order,SO-10389,0,8,2026-08-04 09:00:00,2026-08-04 09:00:00
SEED-331,Sales order,SO-10389,0,15,2026-08-04 09:00:00,2026-08-04 09:00:00
TRAY-088,Sales order,SO-10390,0,15,2026-07-18 10:00:00,2026-07-18 10:00:00
SEED-331,Sales order,SO-10390,0,18,2026-07-18 10:00:00,2026-07-18 10:00:00
TRAY-088,Sales order,SO-10391,0,18,2026-06-24 10:00:00,2026-06-24 10:00:00
FERT-018,Sales order,SO-10391,0,3,2026-06-24 10:00:00,2026-06-24 10:00:00
POT-210,Sales order,SO-10392,0,12,2026-06-24 12:00:00,2026-06-24 12:00:00
SEED-331,Sales order,SO-10392,0,16,2026-06-24 12:00:00,2026-06-24 12:00:00
PLANT-102,Sales order,SO-10392,0,23,2026-06-24 12:00:00,2026-06-24 12:00:00
TOOL-007,Sales order,SO-10393,0,7,2026-08-25 15:00:00,2026-08-25 15:00:00
FERT-018,Sales order,SO-10394,0,9,2026-06-20 16:00:00,2026-06-20 16:00:00
SOIL-045,Sales order,SO-10394,0,14,2026-06-20 16:00:00,2026-06-20 16:00:00
POT-210,Sales order,SO-10395,0,10,2026-07-18 11:00:00,2026-07-18 11:00:00
PLANT-102,Sales order,SO-10396,0,6,2026-05-13 15:00:00,2026-05-13 15:00:00
TRAY-088,Sales order,SO-10397,0,7,2026-05-12 12:00:00,2026-05-12 12:00:00
SOIL-045,Sales order,SO-10398,0,5,2026-06-11 14:00:00,2026-06-11 14:00:00
PLANT-102,Sales order,SO-10398,0,9,2026-06-11 14:00:00,2026-06-11 14:00:00
PLANT-102,Sales order,SO-10399,0,4,2026-08-06 14:00:00,2026-08-06 14:00:00
FERT-018,Sales order,SO-10399,0,13,2026-08-06 14:00:00,2026-08-06 14:00:00
FERT-018,Sales order,SO-10400,0,16,2026-08-05 15:00:00,2026-08-05 15:00:00
HOSE-112,Sales order,SO-10400,0,22,2026-08-05 15:00:00,2026-08-05 15:00:00
SEED-331,Sales order,SO-10400,0,11,2026-08-05 15:00:00,2026-08-05 15:00:00
FERT-018,Sales order,SO-10401,0,4,2026-05-19 08:00:00,2026-05-19 08:00:00
FERT-018,Sales order,SO-10401,0,21,2026-05-19 08:00:00,2026-05-19 08:00:00
HOSE-112,Sales order,SO-10401,0,11,2026-05-19 08:00:00,2026-05-19 08:00:00
TRAY-088,Sales order,SO-10402,0,23,2026-04-30 10:00:00,2026-04-30 10:00:00
PLANT-102,Sales order,SO-10403,0,2,2026-07-14 10:00:00,2026-07-14 10:00:00
TOOL-007,Sales order,SO-10403,0,21,2026-07-14 10:00:00,2026-07-14 10:00:00
POT-210,Sales order,SO-10403,0,23,2026-07-14 10:00:00,2026-07-14 10:00:00
FERT-018,Sales order,SO-10404,0,1,2026-07-06 09:00:00,2026-07-06 09:00:00
HOSE-112,Sales order,SO-10404,0,12,2026-07-06 09:00:00,2026-07-06 09:00:00
POT-210,Sales order,SO-10405,0,18,2026-07-30 10:00:00,2026-07-30 10:00:00
SEED-331,Sales order,SO-10406,0,18,2026-06-12 13:00:00,2026-06-12 13:00:00
TOOL-007,Sales order,SO-10406,0,15,2026-06-12 13:00:00,2026-06-12 13:00:00
FERT-018,Sales order,SO-10407,0,11,2026-04-29 16:00:00,2026-04-29 16:00:00
SOIL-045,Sales order,SO-10407,0,22,2026-04-29 16:00:00,2026-04-29 16:00:00
HOSE-112,Sales order,SO-10407,0,7,2026-04-29 16:00:00,2026-04-29 16:00:00
SOIL-045,Sales order,SO-10408,0,17,2026-07-05 15:00:00,2026-07-05 15:00:00
SOIL-045,Sales order,SO-10409,0,2,2026-07-22 09:00:00,2026-07-22 09:00:00
FERT-018,Sales order,SO-10410,0,21,2026-07-11 14:00:00,2026-07-11 14:00:00
PLANT-102,Sales order,SO-10411,0,20,2026-06-30 09:00:00,2026-06-30 09:00:00
SEED-331,Sales order,SO-10411,0,17,2026-06-30 09:00:00,2026-06-30 09:00:00
HOSE-112,Sales order,SO-10412,0,7,2026-05-04 09:00:00,2026-05-04 09:00:00
FERT-018,Sales order,SO-10412,0,17,2026-05-04 09:00:00,2026-05-04 09:00:00
FERT-018,Sales order,SO-10412,0,19,2026-05-04 09:00:00,2026-05-04 09:00:00
POT-210,Sales order,SO-10413,0,6,2026-07-18 10:00:00,2026-07-18 10:00:00
TOOL-007,Sales order,SO-10414,0,12,2026-07-08 14:00:00,2026-07-08 14:00:00
HOSE-112,Sales order,SO-10414,0,21,2026-07-08 14:00:00,2026-07-08 14:00:00
HOSE-112,Sales order,SO-10414,0,24,2026-07-08 14:00:00,2026-07-08 14:00:00
TRAY-088,Sales order,SO-10415,0,15,2026-06-09 17:00:00,2026-06-09 17:00:00
HOSE-112,Sales order,SO-10415,0,1,2026-06-09 17:00:00,2026-06-09 17:00:00
SEED-331,Sales order,SO-10416,0,8,2026-07-30 08:00:00,2026-07-30 08:00:00
POT-210,Sales order,SO-10417,0,5,2026-05-26 13:00:00,2026-05-26 13:00:00
SEED-331,Sales order,SO-10417,0,12,2026-05-26 13:00:00,2026-05-26 13:00:00
FERT-018,Sales order,SO-10418,0,24,2026-08-20 17:00:00,2026-08-20 17:00:00
SOIL-045,Sales order,SO-10418,0,24,2026-08-20 17:00:00,2026-08-20 17:00:00
TOOL-007,Sales order,SO-10418,0,16,2026-08-20 17:00:00,2026-08-20 17:00:00
PLANT-102,Sales order,SO-10419,0,11,2026-05-21 15:00:00,2026-05-21 15:00:00
HOSE-112,Purchase order,PO-20000,63,0,2026-06-12 00:00:00,2026-06-12 00:00:00
SOIL-045,Transfer,PO-20001,39,0,2026-08-26 00:00:00,2026-08-26 00:00:00
PLANT-102,Purchase order,PO-20002,58,0,2026-08-02 00:00:00,2026-08-02 00:00:00
SEED-331,Transfer,PO-20003,77,0,2026-05-05 00:00:00,2026-05-05 00:00:00
TOOL-007,Purchase order,PO-20004,79,0,2026-05-04 00:00:00,2026-05-04 00:00:00
POT-210,Transfer,PO-20005,51,0,2026-07-10 00:00:00,2026-07-10 00:00:00
FERT-018,Purchase order,PO-20006,29,0,2026-07-02 00:00:00,2026-07-02 00:00:00
HOSE-112,Transfer,PO-20007,67,0,2026-05-05 00:00:00,2026-05-05 00:00:00
SOIL-045,Purchase order,PO-20008,38,0,2026-08-03 00:00:00,2026-08-03 00:00:00
SEED-331,Transfer,PO-20009,60,0,2026-06-23 00:00:00,2026-06-23 00:00:00
POT-210,Purchase order,PO-20010,53,0,2026-05-17 00:00:00,2026-05-17 00:00:00
TRAY-088,Transfer,PO-20011,16,0,2026-05-09 00:00:00,2026-05-09 00:00:00
HOSE-112,Purchase order,PO-20012,43,0,2026-07-08 00:00:00,2026-07-08 00:00:00
HOSE-112,Transfer,PO-20013,74,0,2026-05-09 00:00:00,2026-05-09 00:00:00
POT-210,Purchase order,PO-20014,27,0,2026-06-23 00:00:00,2026-06-23 00:00:00
FERT-018,Transfer,PO-20015,72,0,2026-06-29 00:00:00,2026-06-29 00:00:00
FERT-018,Purchase order,PO-20016,77,0,2026-06-18 00:00:00,2026-06-18 00:00:00
FERT-018,Transfer,PO-20017,19,0,2026-05-30 00:00:00,2026-05-30 00:00:00
HOSE-112,Purchase order,PO-20018,51,0,2026-06-02 00:00:00,2026-06-02 00:00:00
SOIL-045,Transfer,PO-20019,24,0,2026-07-25 00:00:00,2026-07-25 00:00:00
HOSE-112,Purchase order,PO-20020,64,0,2026-07-23 00:00:00,2026-07-23 00:00:00
TOOL-007,Transfer,PO-20021,34,0,2026-06-14 00:00:00,2026-06-14 00:00:00
TOOL-007,Purchase order,PO-20022,13,0,2026-06-09 00:00:00,2026-06-09 00:00:00
SEED-331,Transfer,PO-20023,31,0,2026-08-05 00:00:00,2026-08-05 00:00:00
TRAY-088,Purchase order,PO-20024,28,0,2026-06-12 00:00:00,2026-06-12 00:00:00
PLANT-102,Transfer,PO-20025,39,0,2026-06-24 00:00:00,2026-06-24 00:00:00
TOOL-007,Purchase order,PO-20026,29,0,2026-05-24 00:00:00,2026-05-24 00:00:00
SOIL-045,Transfer,PO-20027,24,0,2026-08-03 00:00:00,2026-08-03 00:00:00
PLANT-102,Purchase order,PO-20028,41,0,2026-08-01 00:00:00,2026-08-01 00:00:00
POT-210,Transfer,PO-20029,46,0,2026-07-17 00:00:00,2026-07-17 00:00:00
TOOL-007,Purchase order,PO-20030,24,0,2026-04-30 00:00:00,2026-04-30 00:00:00
TRAY-088,Transfer,PO-20031,70,0,2026-06-07 00:00:00,2026-06-07 00:00:00
TOOL-007,Purchase order,PO-20032,36,0,2026-05-01 00:00:00,2026-05-01 00:00:00
FERT-018,Transfer,PO-20033,36,0,2026-08-01 00:00:00,2026-08-01 00:00:00
SEED-331,Purchase order,PO-20034,71,0,2026-07-07 00:00:00,2026-07-07 00:00:00
POT-210,Transfer,PO-20035,12,0,2026-07-17 00:00:00,2026-07-17 00:00:00
